u,i,ts,w
148,822,17,2
306,340,17,12
678,29,17,10
678,160,17,36
322,340,17,81
276,253,17,17
160,678,17,38
340,306,17,11
306,340,17,12
253,276,17,11
180,494,17,20
604,180,17,4
253,276,17,11
340,306,17,11
180,765,17,4
678,160,17,36
276,253,17,17
306,340,17,12
276,253,17,17
248,1180,17,4
631,322,17,1
192,148,17,5
160,678,17,38
833,7,17,9
253,276,17,11
253,276,17,11
1038,253,17,7
1123,637,17,1
276,253,17,17
604,180,17,4
1042,453,17,80
589,653,17,1
703,276,17,2
253,1038,17,13
453,1042,17,74
678,160,17,36
7,833,17,4
52,833,17,10
160,678,17,38
833,7,17,9
678,160,17,36
7,833,17,4
833,7,17,9
52,833,17,10
1042,453,17,80
356,839,17,1
1042,453,17,80
703,276,17,2
52,833,17,10
559,597,17,6
52,180,17,2
160,678,17,38
52,833,17,10
554,439,17,4
678,160,17,36
604,271,17,24
7,833,17,4
59,1003,17,1
52,833,17,10
453,1042,17,74
356,1181,17,1
833,7,17,9
211,371,17,6
160,678,17,38
604,271,17,24
678,160,17,36
356,991,17,1
160,678,17,38
599,559,17,3
604,271,17,24
356,342,17,2
1179,474,17,1
678,160,17,36
188,711,17,55
356,1117,17,9
604,271,17,24
585,480,17,13
1042,453,17,80
453,1042,17,74
651,198,17,1
160,678,17,38
142,200,17,42
1179,1182,17,1
276,79,17,17
40,1181,17,1
589,439,17,5
356,1040,17,3
356,1040,17,3
608,783,17,3
608,783,17,3
608,783,17,3
438,513,17,3
778,322,17,1
439,589,17,2
798,399,17,3
833,7,17,9
1172,1171,17,1
1040,40,17,10
1172,1017,17,1
1179,851,17,4
608,1181,17,1
356,1040,17,3
7,833,17,4
1181,608,17,1
851,1179,17,3
1179,851,17,4
160,678,17,38
851,1179,17,3
1179,851,17,4
356,1180,17,4
833,7,17,9
35,769,17,14
833,7,17,9
851,1179,17,3
589,439,17,5
356,1180,17,4
608,38,17,1
49,678,17,3
356,1110,17,1
1179,851,17,4
1042,453,17,80
814,363,17,5
356,305,17,1
599,1179,17,1
356,1180,17,4
35,769,17,14
833,7,17,9
356,1180,17,4
190,395,17,5
814,276,17,1
814,494,17,1
638,686,17,5
356,1183,17,1
1184,589,17,2
599,666,17,4
1184,387,17,1
1041,711,17,12
142,356,17,7
102,840,17,11
142,356,17,7
102,1180,17,2
79,276,17,19
2,71,17,7
1181,308,17,3
308,1185,17,1
497,638,17,4
2,71,17,7
276,79,17,17
1184,589,18,2
2,71,18,7
308,1181,18,3
79,276,18,19
276,79,18,17
1181,308,18,3
638,497,18,4
308,1181,18,3
436,1032,18,11
79,276,18,19
599,666,18,4
276,79,18,17
599,559,18,3
79,276,18,19
2,476,18,2
614,421,18,6
276,79,18,17
1181,308,18,3
792,1186,18,1
614,276,18,6
79,276,18,19
308,1181,18,3
497,638,18,4
308,306,18,2
599,559,18,3
1041,780,18,4
1180,102,18,1
481,371,18,4
276,79,18,17
276,614,18,16
71,678,18,30
79,276,18,19
102,1180,18,2
276,79,18,17
1042,453,18,80
79,276,18,19
614,276,18,6
620,771,18,3
276,79,18,17
79,276,18,19
780,1041,18,2
276,79,18,17
1003,1102,18,2
79,276,18,19
104,497,18,5
72,616,18,21
767,771,18,1
188,711,18,55
40,1040,18,12
276,79,18,17
79,276,18,19
276,79,18,17
421,614,18,4
1032,1187,18,2
276,593,18,3
1172,625,18,1
104,711,18,1
276,40,18,5
104,1188,18,1
767,1188,18,7
1184,720,18,1
40,276,18,5
336,271,18,3
336,271,18,3
305,211,18,4
1188,767,18,10
276,40,18,5
809,1183,18,1
842,1166,18,7
371,568,18,30
767,1188,18,7
316,476,18,3
1188,767,18,10
1188,713,18,3
371,765,18,21
371,481,18,17
1188,877,18,7
713,1188,18,1
767,1188,18,7
1188,371,18,7
545,453,18,9
1188,767,18,10
1188,713,18,3
809,98,18,1
305,304,18,4
680,439,18,5
305,615,18,2
241,1177,18,2
1184,1076,18,2
767,1188,18,7
1188,767,18,10
371,764,18,10
1051,1183,18,1
371,1188,18,4
1188,371,18,7
604,478,18,4
604,478,18,4
767,1188,18,7
307,421,18,5
1188,767,18,10
713,459,18,3
604,478,18,4
604,478,18,4
604,1184,18,2
307,316,18,4
316,307,18,33
1188,276,18,1
102,474,18,10
474,102,18,7
307,316,18,4
102,474,18,10
474,102,18,7
102,474,18,10
52,180,18,2
767,1188,18,7
1188,767,18,10
117,615,18,1
1188,767,18,10
117,295,18,1
117,1069,18,4
251,814,18,1
949,1131,18,2
102,474,18,10
474,102,18,7
371,1049,18,2
102,474,18,10
474,102,18,7
102,474,18,10
474,102,18,7
102,474,18,10
474,102,18,7
877,797,18,1
102,474,18,10
102,474,18,10
474,102,18,7
1188,481,18,21
2,193,18,2
1188,767,18,10
481,1188,18,11
883,1096,18,4
1188,481,18,21
1109,342,18,1
102,474,18,10
1032,1157,18,2
1188,814,18,1
1157,541,18,3
241,453,18,12
1157,1032,18,1
1157,436,18,2
104,307,18,4
1189,1033,18,9
481,1188,18,11
211,305,18,4
436,1157,18,1
117,1069,18,4
1157,637,18,1
1188,481,18,21
1188,481,18,21
1157,296,18,3
175,927,18,12
376,855,18,1
927,175,18,10
376,414,18,5
376,754,18,11
541,1157,18,2
1116,375,18,1
175,927,18,12
554,1172,18,2
377,253,18,18
927,175,18,10
554,842,18,2
349,1167,18,3
175,1160,18,1
175,927,18,12
349,752,18,1
641,546,18,1
927,175,18,10
546,641,18,1
349,342,18,12
421,307,18,7
481,877,18,1
175,927,18,12
641,324,18,4
376,47,18,3
478,324,18,4
534,593,18,3
927,175,18,10
554,842,18,2
175,927,18,12
1188,481,18,21
927,175,18,10
324,478,18,3
478,324,18,4
1188,597,18,5
324,478,18,3
1188,96,18,1
478,324,18,4
324,478,18,3
478,324,18,4
478,1032,18,2
40,378,18,1
686,1055,18,14
541,378,18,3
404,387,18,3
927,175,18,10
1032,478,18,2
1032,1157,18,2
367,544,18,1
478,1032,18,2
1028,938,18,1
1028,585,18,2
175,927,18,12
927,175,18,10
1032,436,18,12
175,927,18,12
1032,1071,18,3
1032,478,18,2
213,1180,18,1
459,713,18,2
397,545,18,2
637,1157,18,1
397,545,18,2
637,1123,18,2
637,67,18,3
545,397,18,1
341,1038,18,20
341,625,18,7
625,1172,18,1
625,341,18,3
341,625,18,7
341,1038,18,20
1038,341,18,2
341,1038,18,20
351,331,18,1
341,1038,18,20
188,625,18,1
198,651,18,1
719,678,18,6
1126,1136,18,4
198,545,18,1
1086,1186,18,4
1086,1186,18,4
461,674,18,7
674,461,18,11
674,461,18,11
464,678,18,2
43,248,18,9
43,188,18,8
371,472,18,4
371,25,18,1
1126,371,18,1
1126,535,18,5
1185,308,18,1
188,634,18,1
535,1126,18,4
1126,535,18,5
535,1126,18,4
678,160,18,36
953,102,18,3
678,49,18,7
678,71,18,37
953,651,18,7
678,719,18,7
678,464,18,4
568,371,18,42
1112,141,18,1
1112,322,18,6
1112,814,18,8
113,123,18,4
651,953,18,8
248,778,18,3
316,307,18,33
113,102,18,8
493,1188,18,1
1049,371,18,1
678,71,18,37
513,438,18,4
71,678,18,30
1141,1057,18,3
678,71,18,37
71,678,18,30
182,233,18,2
616,72,18,27
678,71,18,37
776,314,18,1
754,376,18,2
1136,1126,18,3
71,678,18,30
712,1157,18,12
1188,1190,18,1
71,678,18,30
1188,535,18,6
712,949,18,7
29,160,18,4
535,1188,18,4
639,296,18,1
29,678,18,8
1188,535,18,6
712,461,18,15
678,71,18,37
535,1188,18,4
678,29,18,10
71,678,18,30
712,883,18,14
1188,535,18,6
1188,535,18,6
712,345,18,1
712,249,18,1
1180,1082,18,2
712,680,18,3
1188,1180,18,4
535,1188,18,4
712,1017,18,2
712,213,18,1
1188,535,18,6
29,678,18,8
678,71,18,37
535,1188,18,4
678,29,18,10
29,0,18,1
712,1035,18,7
29,678,18,8
1188,535,18,6
678,29,18,10
678,71,18,37
712,1100,18,3
1180,1188,18,3
29,678,18,8
1184,597,18,1
1188,79,18,3
71,678,18,30
712,248,18,1
1188,1180,18,4
1180,1188,18,3
79,1188,18,2
712,86,18,3
678,29,18,10
712,998,18,3
1188,1180,18,4
71,678,18,30
29,678,18,8
712,713,18,11
712,883,18,14
778,380,18,1
678,71,18,37
712,780,18,5
678,29,18,10
1188,79,18,3
29,678,18,8
712,997,18,3
712,1041,18,3
712,1035,18,7
1180,1188,18,3
1188,568,18,2
1188,1180,18,4
678,29,18,10
71,678,18,30
712,724,18,1
712,608,18,2
712,686,18,1
712,123,18,7
712,369,18,3
79,1188,18,2
712,748,18,5
0,29,18,4
712,1164,18,4
712,198,18,2
712,715,18,9
712,1184,18,4
712,1188,18,3
712,1188,18,3
1184,494,18,2
711,188,18,17
259,948,18,5
989,1141,18,6
259,508,18,4
259,397,18,1
259,102,18,3
541,1058,18,1
35,188,18,31
1184,1129,18,1
1065,276,18,8
546,1168,18,12
1135,47,18,6
1041,780,18,4
1164,712,18,2
276,1065,18,6
307,316,18,4
482,1188,18,11
1065,276,18,8
276,1065,18,6
1065,276,18,8
276,1065,18,6
712,1184,18,4
593,276,18,4
1135,308,18,1
429,31,18,5
568,1188,18,1
1065,276,18,8
593,534,18,2
276,593,18,3
276,1065,18,6
1065,276,18,8
276,1065,18,6
1065,276,18,8
949,712,18,1
858,18,18,2
593,276,18,4
276,1065,18,6
276,593,18,3
593,276,18,4
949,308,18,1
536,938,18,1
1065,276,18,8
1188,79,18,3
1188,712,18,3
306,308,18,2
1188,568,18,2
1093,990,18,1
1013,276,18,2
1188,545,18,10
1188,545,18,10
1188,481,18,21
1017,712,18,1
41,1190,18,1
41,287,18,1
287,41,18,1
685,340,18,5
719,678,18,6
453,1042,18,74
453,545,18,4
271,336,18,4
271,336,18,4
453,241,18,11
482,1188,18,11
1100,712,18,6
733,1022,18,2
424,764,18,15
322,1035,18,9
322,778,18,2
188,711,18,55
71,1038,18,27
52,593,18,1
340,685,18,3
992,276,18,5
35,188,18,31
1126,535,18,5
376,754,18,11
997,712,18,2
614,568,18,1
614,7,18,1
614,248,18,1
614,296,18,2
614,535,18,2
614,1116,18,2
371,1126,18,1
371,568,18,30
371,1049,18,2
1065,494,18,2
2,1191,18,1
276,1013,18,1
1035,322,18,1
568,371,18,42
276,992,18,5
494,585,18,1
494,497,18,58
764,371,18,9
86,712,18,2
1135,397,18,7
494,497,18,58
494,497,18,58
371,568,18,30
1035,453,18,3
494,883,18,6
764,424,18,13
992,276,18,5
331,351,18,4
363,992,18,2
494,545,18,3
276,992,18,5
1035,1038,18,1
512,439,18,2
494,1112,18,12
568,371,18,42
1189,1033,18,9
331,351,18,4
1189,393,18,18
481,1188,18,11
992,363,18,2
992,276,18,5
223,174,18,6
685,340,18,5
377,585,18,10
276,992,18,5
494,541,18,7
724,1131,18,6
482,1188,18,11
494,120,18,1
846,62,18,1
724,712,18,1
494,67,18,6
371,568,18,30
113,1188,18,2
1180,653,18,1
276,992,18,5
494,180,18,18
494,814,18,2
1109,280,18,7
568,371,18,42
494,1184,18,2
494,1065,18,1
113,1188,18,2
1188,597,18,5
482,1188,18,11
371,377,18,1
113,356,18,1
371,401,18,1
482,1188,18,11
497,494,18,56
497,494,18,56
371,568,18,30
401,1172,18,1
1065,494,18,2
1188,625,18,18
568,371,18,42
1188,839,18,3
1188,839,18,3
1065,276,18,8
1065,839,18,3
839,1188,18,1
839,1065,18,2
1065,839,18,3
430,306,18,1
839,1065,18,2
1065,839,18,3
482,1188,18,11
47,839,18,3
248,712,18,5
248,614,18,1
839,47,18,2
711,188,18,17
482,1188,18,11
47,839,18,3
414,537,18,1
1188,594,18,8
352,41,18,4
1166,839,18,3
371,568,18,30
594,198,18,1
322,1035,18,9
89,597,18,2
594,1188,18,7
568,371,18,42
352,1186,18,1
1188,594,18,8
1135,47,18,6
1135,397,18,7
594,1188,18,7
1188,219,18,1
1188,594,18,8
296,1157,18,12
594,1188,18,7
839,1166,18,2
839,47,18,2
1188,594,18,8
296,639,18,4
317,1041,18,2
839,1185,18,4
296,614,18,10
52,61,18,1
211,305,18,4
585,494,18,2
594,1188,18,7
585,377,18,10
1166,839,18,3
1188,594,18,8
142,478,18,1
597,89,18,1
597,1188,18,2
1188,597,18,5
1188,594,18,8
1031,782,18,51
953,651,18,7
287,1192,18,1
482,1188,18,11
47,839,18,3
287,1182,18,3
482,371,18,1
305,211,18,4
1185,839,18,4
8,1182,18,11
1038,71,18,20
740,927,18,2
545,453,18,9
545,494,18,3
545,198,18,2
545,1188,18,5
1185,839,18,4
448,262,18,1
1182,287,18,3
1182,287,18,3
957,703,18,14
305,393,18,1
287,1182,18,3
393,305,18,1
438,513,18,3
780,1041,18,2
296,639,18,4
1182,287,18,3
305,569,18,1
569,305,18,1
780,712,18,2
376,47,18,3
1013,276,18,2
569,399,18,1
305,675,18,1
287,1182,18,3
1041,780,18,4
1017,251,18,2
1033,31,18,3
703,957,18,19
541,494,18,7
1112,322,18,6
1112,494,18,19
453,1035,18,3
453,545,18,4
535,1126,18,4
535,614,18,2
625,1188,18,15
1177,614,18,1
599,778,18,2
599,666,18,4
1189,287,18,4
1189,1033,18,9
1189,287,18,4
1189,1033,18,9
534,593,18,3
1189,49,18,7
1189,1033,18,9
377,585,18,10
377,371,18,1
232,796,18,2
1189,1033,18,9
1189,1033,18,9
1189,287,18,4
1180,1193,18,1
992,276,18,5
287,469,18,6
1189,1033,18,9
8,1182,18,11
508,388,18,11
508,259,18,5
822,148,18,5
71,1038,18,27
1035,453,18,3
430,822,18,2
1116,614,18,1
1125,288,18,5
1189,1033,18,9
72,616,18,21
822,241,18,7
308,306,18,2
18,433,18,2
703,1194,18,1
71,682,18,24
703,1182,18,2
203,1188,18,7
203,614,18,6
308,711,18,1
513,438,18,4
213,712,18,1
31,1033,18,5
1112,322,18,6
1188,545,18,10
282,582,18,1
1188,625,18,18
1112,308,18,7
1112,822,18,16
585,377,18,10
8,31,18,25
1112,1181,18,1
678,719,18,7
486,597,18,7
188,711,18,55
8,1195,18,24
8,1196,18,1
8,1190,18,1
376,1116,18,4
376,1116,18,4
1031,822,18,2
8,1189,18,7
188,711,18,55
585,569,18,1
8,1195,18,24
8,1197,18,1
188,711,18,55
8,1180,18,10
769,276,18,19
8,1195,18,24
965,322,18,11
8,1187,18,1
8,1168,18,2
188,711,18,55
8,1195,18,24
8,927,18,5
965,616,18,4
8,597,18,42
8,71,18,11
161,850,18,2
219,1017,18,9
816,1198,18,1
1195,1188,18,1
8,1195,18,24
711,308,18,1
8,1195,18,24
711,188,18,17
597,486,18,5
8,1195,18,24
782,1185,18,2
8,1195,18,24
616,965,18,6
486,597,18,7
597,486,18,5
8,1195,18,24
8,33,18,3
188,711,18,55
8,597,18,42
8,597,18,42
1185,782,18,2
8,597,18,42
8,281,18,50
937,104,18,1
8,597,18,42
1065,814,18,2
188,711,18,55
8,1195,18,24
8,597,18,42
8,597,18,42
8,597,18,42
582,282,18,2
8,71,18,11
322,965,18,13
1185,1055,18,3
782,1185,18,2
8,1195,18,24
8,597,18,42
8,597,18,42
1195,154,18,4
8,597,18,42
757,740,18,22
8,71,18,11
8,597,18,42
188,711,18,55
8,1195,18,24
8,597,18,42
8,597,18,42
678,719,18,7
71,678,18,30
8,1195,18,24
211,393,18,2
678,71,18,37
8,71,18,11
341,494,18,5
8,597,18,42
322,757,18,13
71,678,18,30
322,757,18,13
678,71,18,37
322,757,18,13
322,757,18,13
67,494,18,6
322,757,18,13
322,757,18,13
682,71,18,22
719,678,18,6
397,757,18,2
719,678,18,6
175,839,18,9
387,404,18,2
757,397,18,1
757,682,18,6
71,678,18,30
715,712,18,3
71,682,18,24
1172,401,18,1
1058,541,18,1
554,1172,18,2
554,305,18,3
143,1126,18,2
421,614,18,4
845,587,18,2
249,712,18,2
143,1199,18,1
401,1200,18,2
616,703,18,33
453,1035,18,3
1109,280,18,7
1109,473,18,1
127,104,18,1
992,276,18,5
594,1188,18,7
401,1200,18,2
142,200,18,42
839,1166,18,2
839,1185,18,4
1109,280,18,7
883,535,18,61
148,822,18,2
614,535,18,2
614,1116,18,2
614,421,18,6
958,957,18,5
296,614,18,10
1185,839,18,4
769,148,18,1
312,33,18,15
1035,453,18,3
377,585,18,10
1187,1032,18,1
406,96,18,1
52,249,18,12
311,1013,18,1
52,1201,18,3
678,719,18,7
341,1038,18,20
678,71,18,37
43,769,18,8
453,1035,18,3
883,535,18,61
388,508,18,6
775,399,18,1
775,703,18,1
8,71,18,11
8,927,18,5
439,512,18,2
461,712,18,4
193,1177,18,2
8,1168,18,2
8,1180,18,10
33,312,18,23
439,757,18,1
1082,1180,18,1
8,606,18,8
1126,143,18,2
8,606,18,8
1126,535,18,5
1028,585,18,2
8,281,18,50
8,606,18,8
524,210,18,8
8,606,18,8
8,606,18,8
8,927,18,5
8,606,18,8
8,927,18,5
8,476,18,2
200,606,18,1
1109,280,18,7
1180,1082,18,2
11,597,18,8
11,597,18,8
1109,280,18,7
1126,1202,18,4
1177,193,18,4
1109,280,18,7
11,597,18,8
748,968,18,1
1177,193,18,4
593,534,18,2
11,598,18,24
11,925,18,9
1177,193,18,4
1157,541,18,3
11,307,18,11
11,925,18,9
711,188,18,17
276,992,18,5
638,497,18,4
638,211,18,2
11,568,18,81
11,568,18,81
11,597,18,8
927,740,18,1
1198,816,18,1
1198,1203,18,1
1198,1005,18,1
1042,453,18,80
1198,1048,18,1
11,568,18,81
1198,1002,18,1
1135,47,18,6
11,925,18,9
1135,397,18,7
11,568,18,81
1135,28,18,2
11,937,18,5
1013,1193,18,1
11,568,18,81
113,769,18,30
11,175,18,1
11,568,18,81
102,953,18,5
395,371,18,2
829,276,18,6
197,100,18,6
11,568,18,81
11,718,18,2
11,718,18,2
276,829,18,9
144,1041,18,8
11,568,18,81
43,769,18,8
534,593,18,3
829,276,18,6
371,395,18,11
144,340,18,4
839,1185,18,4
371,395,18,11
144,829,18,2
11,568,18,81
322,340,18,81
43,769,18,8
682,757,18,6
1204,868,18,1
1136,66,18,2
682,71,18,22
144,829,18,2
276,829,18,9
1112,276,18,1
829,276,18,6
769,43,18,5
276,829,18,9
113,102,18,8
2,193,18,2
171,276,18,1
0,476,18,13
757,682,18,6
757,439,18,1
388,829,18,26
371,395,18,11
371,395,18,11
371,395,18,11
18,388,18,1
371,388,18,10
113,769,18,30
371,395,18,11
371,395,18,11
371,388,18,10
486,597,18,7
1184,1076,18,2
371,395,18,11
1135,718,18,3
282,378,18,1
251,1017,18,2
829,276,18,6
219,1017,18,9
371,395,18,11
829,388,18,20
799,421,18,3
94,711,18,13
799,963,18,4
66,1136,18,4
306,308,18,2
94,62,18,13
306,1182,18,2
94,712,18,3
711,94,18,11
761,712,18,2
1131,724,18,5
761,991,18,2
524,18,18,9
1131,1173,18,3
102,377,18,7
188,711,18,55
814,1065,18,1
711,188,18,17
608,814,18,15
1166,839,18,3
429,856,18,2
796,232,18,1
430,822,18,2
341,796,18,4
1135,718,18,3
799,421,18,3
724,1131,18,6
1086,1182,18,1
1086,306,18,1
5,1173,18,1
718,1135,18,1
66,1136,18,4
1086,340,18,4
1135,718,18,3
66,448,18,2
900,883,18,1
575,574,18,1
575,349,18,1
575,211,18,1
8,1195,18,24
8,927,18,5
8,1180,18,10
575,884,18,1
575,1166,18,2
739,614,18,2
8,1205,18,3
1119,316,18,1
66,900,18,7
1040,40,18,10
740,927,18,2
813,822,18,8
1185,839,18,4
1185,276,18,5
900,66,18,2
40,1040,18,12
40,1039,18,5
965,322,18,11
1185,637,18,2
965,322,18,11
637,1185,18,2
66,900,18,7
1185,637,18,2
1189,392,18,15
637,1185,18,2
732,575,18,1
883,535,18,61
732,595,18,1
276,1185,18,5
637,510,18,3
1186,352,18,2
1185,276,18,5
393,575,18,2
276,1185,18,5
595,732,18,1
341,637,18,11
585,377,18,10
198,712,18,1
585,1028,18,2
289,43,18,1
645,1020,18,1
1188,637,18,1
637,1188,18,1
1112,989,18,10
1071,1188,18,1
1188,1071,18,2
198,594,18,2
289,62,18,1
11,307,18,11
11,7,18,19
1112,1160,18,2
289,407,18,1
11,526,18,20
559,637,18,2
11,1187,18,2
11,1187,18,2
481,760,18,5
356,834,18,1
1180,253,18,2
356,1160,18,1
554,2,18,1
356,526,18,1
769,276,18,19
233,637,18,1
595,604,18,7
724,637,18,6
28,1135,18,1
276,769,18,21
377,585,18,10
377,102,18,2
769,276,18,19
276,769,18,21
66,1205,18,1
66,1183,18,1
614,739,18,3
8,1195,18,24
769,276,18,19
8,1180,18,10
724,718,18,4
453,1042,18,74
8,71,18,11
1039,40,18,3
276,769,18,21
769,276,18,19
705,483,18,4
1065,814,18,2
377,192,18,8
637,724,18,3
637,639,18,9
1042,453,18,80
639,637,18,3
276,769,18,21
637,639,18,9
858,18,18,2
637,559,18,2
341,637,18,11
769,276,18,19
143,1126,18,2
616,102,18,44
637,341,18,4
11,7,18,19
510,637,18,1
322,965,18,13
616,102,18,44
104,937,18,3
637,510,18,3
637,510,18,3
104,127,18,1
233,595,18,1
143,289,18,3
11,7,18,19
276,769,18,21
192,377,18,8
1036,232,18,2
705,637,18,2
192,377,18,8
657,192,18,7
1182,703,18,1
324,1168,18,1
11,7,18,19
296,1157,18,12
8,1182,18,11
769,276,18,19
296,614,18,10
1182,306,18,2
18,1206,18,1
624,661,18,15
296,732,18,3
624,661,18,15
624,661,18,15
624,661,18,15
296,639,18,4
624,661,18,15
624,661,18,15
852,880,18,2
705,637,18,2
624,533,18,6
276,769,18,21
1168,324,18,1
117,1069,18,4
703,1182,18,2
289,143,18,1
322,340,18,81
740,1207,18,1
11,7,18,19
703,1208,18,12
1032,1187,18,2
11,7,18,19
581,1209,18,1
1032,1210,18,4
769,276,18,19
581,327,18,1
192,657,18,8
581,860,18,2
143,289,18,3
581,1211,18,1
40,1039,18,5
1032,1208,18,2
740,696,18,2
11,7,18,19
705,276,18,3
276,769,18,21
1208,703,18,12
852,513,18,2
703,1208,18,12
604,595,18,4
769,276,18,19
276,769,18,21
268,1044,18,2
1065,474,18,2
296,1157,18,12
1195,703,18,1
62,94,18,14
11,7,18,19
703,604,18,44
1208,703,18,12
62,289,18,2
604,703,18,50
703,1208,18,12
1208,703,18,12
703,1208,18,12
1173,1131,18,3
703,604,18,44
769,276,18,19
160,678,18,38
474,1065,18,1
780,1017,18,1
604,595,18,4
604,703,18,50
1208,703,18,12
703,604,18,44
160,29,18,4
1208,1032,18,2
127,337,18,7
703,1208,18,12
89,597,18,2
604,703,18,50
678,160,18,36
918,50,18,1
703,604,18,44
918,703,18,1
1065,474,18,2
703,918,18,2
1208,703,18,12
1212,305,18,2
703,1208,18,12
397,757,18,2
1208,703,18,12
703,1208,18,12
127,337,18,7
585,377,18,10
604,703,18,50
897,1197,18,1
160,678,18,38
842,61,18,11
1208,703,18,12
1212,388,18,2
791,355,18,3
703,1208,18,12
8,1182,18,11
1212,1185,18,2
842,61,18,11
1208,703,18,12
1212,388,18,2
703,1208,18,12
340,1071,18,3
1208,703,18,12
778,55,18,1
355,791,18,1
127,337,18,7
1212,1031,18,4
703,1208,18,12
371,1208,18,2
1208,703,18,12
453,1042,18,74
703,1208,18,12
268,637,18,1
89,268,18,3
842,61,18,11
371,526,18,5
8,1182,18,11
151,1152,18,25
404,387,18,3
637,268,18,3
377,192,18,8
371,918,18,5
377,585,18,10
233,143,18,1
151,1152,18,25
371,927,18,7
192,377,18,8
791,355,18,3
151,371,18,8
371,918,18,5
233,1017,18,2
1213,371,18,5
268,89,18,2
233,1017,18,2
918,371,18,4
151,371,18,8
678,160,18,36
585,377,18,10
151,1152,18,25
233,49,18,4
918,49,18,2
233,49,18,4
371,918,18,5
918,371,18,4
927,371,18,6
918,40,18,2
89,268,18,3
160,678,18,38
192,1214,18,2
89,696,18,1
1208,703,18,12
1214,192,18,1
371,918,18,5
151,371,18,8
842,61,18,11
192,1214,18,2
371,927,18,7
918,371,18,4
1208,371,18,1
1213,371,18,5
371,918,18,5
842,61,18,11
371,1208,18,2
151,371,18,8
35,188,18,31
778,1180,18,6
597,1215,18,3
918,371,18,4
842,61,18,11
1180,778,18,6
927,371,18,6
377,192,18,8
296,1157,18,12
814,608,18,13
377,585,18,10
778,1180,18,6
637,102,18,7
1180,778,18,6
513,852,18,3
151,371,18,8
151,1152,18,25
102,637,18,5
40,918,18,3
778,1180,18,6
637,102,18,7
40,1214,18,1
842,61,18,11
371,927,18,7
102,637,18,5
637,102,18,7
1184,143,18,4
151,371,18,8
678,160,18,36
703,1208,18,12
1184,897,18,1
151,1152,18,25
345,589,18,3
842,61,18,11
1184,637,18,1
151,371,18,8
151,1152,18,25
842,61,18,11
1092,637,18,1
102,377,18,7
651,953,18,8
127,193,18,2
376,31,18,4
608,814,18,15
47,1135,18,2
595,1152,18,9
1216,481,18,4
918,40,18,2
842,61,18,11
151,371,18,8
89,47,18,2
481,1216,18,3
739,614,18,2
151,1152,18,25
1152,595,18,8
49,233,18,2
49,918,18,3
49,918,18,3
316,307,18,33
792,89,18,1
316,1119,18,1
1180,778,18,6
1217,880,18,1
151,1152,18,25
731,957,18,1
705,276,18,3
778,1180,18,6
1214,40,18,1
1180,778,18,6
604,102,18,19
349,342,18,12
151,1152,18,25
880,1217,18,1
1216,481,18,4
595,1152,18,9
151,1152,18,25
192,377,18,8
1042,453,18,80
585,377,18,10
481,1216,18,3
1092,1205,18,1
604,102,18,19
377,102,18,2
651,597,18,10
1216,481,18,4
377,192,18,8
604,276,18,14
151,1152,18,25
102,377,18,7
481,1216,18,3
604,316,18,23
1152,595,18,8
208,1216,18,1
682,757,18,6
604,102,18,19
597,651,18,9
1216,481,18,4
1017,780,18,1
705,614,18,3
192,377,18,8
705,193,18,4
151,1152,18,25
651,597,18,10
705,614,18,3
604,102,18,19
595,1152,18,9
1184,193,18,2
151,1152,18,25
814,608,18,13
604,614,18,2
713,459,18,3
11,598,18,24
705,1218,18,5
1071,340,18,2
705,614,18,3
1152,595,18,8
151,1152,18,25
604,614,18,2
713,712,18,4
822,1031,18,43
127,337,18,7
604,248,18,1
142,1036,18,6
822,148,18,5
142,441,18,2
822,813,18,7
8,1180,18,10
219,1017,18,9
151,1152,18,25
8,678,18,14
608,814,18,15
1071,877,18,4
626,1184,18,1
1184,1219,18,1
927,371,18,6
8,752,18,19
595,1152,18,9
974,608,18,1
1184,626,18,1
8,71,18,11
151,1152,18,25
1152,595,18,8
208,1071,18,1
8,1182,18,11
608,974,18,1
754,376,18,2
1213,371,18,5
376,754,18,11
47,151,18,8
151,1152,18,25
1188,1216,18,9
1184,822,18,10
595,1152,18,9
18,1220,18,1
778,1180,18,6
1032,1208,18,2
340,1071,18,3
1152,595,18,8
8,752,18,19
151,47,18,6
151,1152,18,25
193,1184,18,1
47,151,18,8
8,752,18,19
8,1182,18,11
193,464,18,3
1216,1188,18,6
1112,822,18,16
8,752,18,19
813,822,18,8
193,1003,18,9
193,270,18,5
1208,1032,18,2
151,47,18,6
8,752,18,19
1042,1071,18,1
1208,703,18,12
8,752,18,19
822,1184,18,10
808,1100,18,1
193,1100,18,1
193,559,18,2
822,813,18,7
151,1152,18,25
1112,814,18,8
8,595,18,1
47,151,18,8
1112,822,18,16
8,752,18,19
219,1017,18,9
822,1210,18,2
193,589,18,2
595,1152,18,9
193,180,18,2
474,1166,18,2
151,47,18,6
193,793,18,3
193,566,18,1
151,1152,18,25
8,1182,18,11
1152,595,18,8
8,752,18,19
193,678,18,3
1184,193,18,2
814,608,18,13
822,1221,18,1
1112,822,18,16
1184,822,18,10
814,1112,18,1
1180,778,18,6
8,752,18,19
822,1112,19,4
1088,974,19,1
813,822,19,8
8,1182,19,11
822,1184,19,10
8,1180,19,10
208,822,19,4
151,1152,19,25
151,1184,19,1
1184,822,19,10
219,1017,19,9
